attendance_id,student_id,student_name,section_id,course_id,date,status,notes,recorded_date
ATT003448,STU000767,Jeffrey Ramirez,SEC000368,MATH533,2025-02-04,Present,,2025-03-29 00:00:00
ATT003449,STU000926,Brian Wright,SEC000384,ECON360,2025-01-16,Present,Sick,2024-10-25 00:00:00
ATT003450,STU000729,Dorothy Hernandez,SEC000320,PSYC215,2025-06-01,Excused,Family emergency,2024-10-22 00:00:00
ATT003451,STU000001,Kevin Davis,SEC000312,CHEM493,2025-01-13,Present,Family emergency,2025-03-28 00:00:00
ATT003452,STU000405,Helen Ramirez,SEC000331,CS428,2024-09-01,Present,,2025-10-28 00:00:00
ATT003453,STU000533,Christopher Thompson,SEC000012,PSYC562,2024-12-08,Present,Family emergency,2025-08-23 00:00:00
ATT003454,STU000432,Thomas Garcia,SEC000240,NURS238,2024-09-06,Present,,2024-07-11 00:00:00
ATT003455,STU000023,Kenneth Allen,SEC000102,ECON404,2025-10-04,Present,,2025-01-02 00:00:00
ATT003456,STU000454,Sandra Lopez,SEC000278,PHYS347,2024-03-16,Excused,Sick,2024-09-29 00:00:00
ATT003457,STU000993,Ronald Lewis,SEC000105,BIO410,2024-05-23,Absent,,2024-07-17 00:00:00
ATT003458,STU000203,David Sanchez,SEC000387,BUS124,2024-10-11,Absent,Family emergency,2025-07-12 00:00:00
ATT003459,STU000368,Jason Davis,SEC000079,PSYC342,2024-08-01,Excused,Sick,2025-09-23 00:00:00
ATT003460,STU000491,Brian Rodriguez,SEC000151,ECON400,2024-06-15,Late,,2025-08-22 00:00:00
ATT003461,STU000701,Helen Jackson,SEC000249,ART425,2025-02-09,Present,,2025-04-08 00:00:00
ATT003462,STU000258,Mark Flores,SEC000165,ECON412,2025-10-17,Excused,,2024-01-04 00:00:00
ATT003463,STU000554,Donald Rodriguez,SEC000064,CS370,2025-03-19,Late,,2024-12-21 00:00:00
ATT003464,STU000095,Sandra Scott,SEC000149,ENG148,2025-08-06,Present,,2025-05-09 00:00:00
ATT003465,STU000390,Edward Young,SEC000312,CHEM493,2025-10-31,Late,Family emergency,2025-02-06 00:00:00
ATT003466,STU000168,Michael Wilson,SEC000131,NURS141,2025-10-11,Present,,2025-10-02 00:00:00
ATT003467,STU000270,William Young,SEC000372,ART504,2024-06-14,Absent,,2024-02-29 00:00:00
ATT003468,STU000294,Betty Williams,SEC000177,CHEM524,2024-11-24,Excused,,2024-06-20 00:00:00
ATT003469,STU000365,Mark Perez,SEC000068,CHEM309,2024-12-21,Present,,2024-03-10 00:00:00
ATT003470,STU000504,Thomas Harris,SEC000046,BIO410,2025-08-23,Absent,,2024-03-15 00:00:00
ATT003471,STU000237,Susan Martinez,SEC000060,NURS155,2025-05-07,Present,,2025-11-27 00:00:00
ATT003472,STU000983,Betty Smith,SEC000222,PSYC215,2024-05-24,Late,,2025-12-29 00:00:00
ATT003473,STU000626,George Rodriguez,SEC000319,NURS409,2025-12-03,Late,,2025-08-30 00:00:00
ATT003474,STU000325,Kenneth Martinez,SEC000038,ENG430,2025-11-03,Absent,,2024-06-25 00:00:00
ATT003475,STU000639,Joseph Thomas,SEC000334,PHYS424,2025-11-18,Excused,,2024-08-24 00:00:00
ATT003476,STU000990,Anthony Moore,SEC000239,PSYC455,2025-11-27,Absent,,2025-05-02 00:00:00
ATT003477,STU000852,Donald Taylor,SEC000388,ECON508,2025-07-03,Present,Sick,2025-05-27 00:00:00
ATT003478,STU000727,Joshua Miller,SEC000203,CS267,2025-10-11,Absent,,2024-01-04 00:00:00
ATT003479,STU000122,Jessica Martin,SEC000015,CS566,2024-05-08,Present,,2024-03-08 00:00:00
ATT003480,STU000109,Anthony Sanchez,SEC000029,PHYS266,2024-05-31,Late,,2025-10-05 00:00:00
ATT003481,STU000513,Patricia Thompson,SEC000183,ECON360,2024-03-25,Present,,2025-04-13 00:00:00
ATT003482,STU000980,Sarah Lewis,SEC000101,BUS362,2025-10-23,Present,,2025-07-01 00:00:00
ATT003483,STU000312,Joshua Rodriguez,SEC000039,HIST572,2025-04-24,Excused,Family emergency,2024-11-11 00:00:00
ATT003484,STU000400,Kimberly Scott,SEC000357,ENG148,2024-09-18,Excused,,2024-04-26 00:00:00
ATT003485,STU000535,Linda Torres,SEC000335,MUS358,2025-05-05,Absent,,2024-08-23 00:00:00
ATT003486,STU000545,Elizabeth Robinson,SEC000009,ECON277,2024-11-02,Late,,2024-12-30 00:00:00
ATT003487,STU000644,Ronald Scott,SEC000305,ECON405,2025-07-12,Excused,,2024-10-11 00:00:00
ATT003488,STU000603,William King,SEC000264,ENG148,2024-05-08,Present,Family emergency,2024-01-02 00:00:00
ATT003489,STU000293,Betty Williams,SEC000131,NURS141,2025-11-26,Present,Family emergency,2024-07-07 00:00:00
ATT003490,STU000999,Sarah Hernandez,SEC000031,NURS185,2024-10-26,Present,,2024-04-09 00:00:00
ATT003491,STU000857,Carol Wright,SEC000389,NURS389,2024-09-30,Late,Sick,2025-11-20 00:00:00
ATT003492,STU000615,Jason Hill,SEC000094,MUS567,2024-10-17,Present,,2024-09-07 00:00:00
ATT003493,STU000916,Ronald Clark,SEC000322,CHEM168,2024-06-13,Present,,2024-11-06 00:00:00
ATT003494,STU000483,Edward Martinez,SEC000168,CHEM309,2025-05-19,Late,,2024-11-18 00:00:00
ATT003495,STU000303,Kevin Gonzalez,SEC000001,MUS101,2025-05-23,Excused,,2025-03-28 00:00:00
ATT003496,STU000881,Barbara Flores,SEC000391,EDUC302,2025-02-21,Late,Sick,2025-06-18 00:00:00
ATT003497,STU000236,Lisa Nguyen,SEC000324,EDUC170,2025-04-03,Absent,Family emergency,2025-09-13 00:00:00
ATT003498,STU000590,Karen Torres,SEC000015,CS566,2024-08-18,Late,,2024-04-09 00:00:00
ATT003499,STU000482,Laura Harris,SEC000230,MUS381,2024-11-29,Late,,2024-10-29 00:00:00
ATT003500,STU000282,Ruth Sanchez,SEC000276,CS384,2025-12-23,Present,,2024-06-07 00:00:00
ATT003501,STU000181,Timothy Smith,SEC000376,ART425,2025-04-29,Present,,2024-12-07 00:00:00
ATT003502,STU000397,James Taylor,SEC000164,MUS358,2025-08-29,Present,,2024-03-10 00:00:00
ATT003503,STU000184,Elizabeth Brown,SEC000222,PSYC215,2024-08-17,Late,Sick,2025-09-20 00:00:00
ATT003504,STU000662,David Clark,SEC000257,EDUC373,2024-06-21,Late,,2024-10-29 00:00:00
ATT003505,STU000676,Susan Johnson,SEC000151,ECON400,2024-07-21,Present,,2025-03-30 00:00:00
ATT003506,STU000021,Sarah Hernandez,SEC000081,MUS142,2025-04-24,Present,Sick,2024-06-01 00:00:00
ATT003507,STU000448,Edward Scott,SEC000268,HIST395,2025-01-04,Absent,,2024-09-24 00:00:00
ATT003508,STU000077,Paul Martinez,SEC000083,BUS193,2024-03-17,Absent,,2025-05-16 00:00:00
ATT003509,STU000309,Kevin Wilson,SEC000144,CHEM422,2024-04-20,Present,,2024-12-22 00:00:00
ATT003510,STU000141,Andrew Williams,SEC000380,CHEM347,2024-10-04,Late,,2025-05-23 00:00:00
ATT003511,STU000138,James Sanchez,SEC000039,HIST572,2024-02-05,Present,,2024-10-20 00:00:00
ATT003512,STU000133,Nancy Harris,SEC000079,PSYC342,2025-04-02,Absent,,2025-05-09 00:00:00
ATT003513,STU000496,Robert King,SEC000360,EDUC496,2024-11-26,Present,,2025-02-08 00:00:00
ATT003514,STU000934,Edward Torres,SEC000020,MUS520,2025-12-20,Present,,2024-05-18 00:00:00
ATT003515,STU000311,Michael Harris,SEC000380,CHEM347,2024-04-09,Present,Family emergency,2025-04-10 00:00:00
ATT003516,STU000893,Ronald Jackson,SEC000385,ECON143,2025-02-11,Present,,2024-05-03 00:00:00
ATT003517,STU000192,Barbara Gonzalez,SEC000068,CHEM309,2024-08-27,Excused,Sick,2024-11-26 00:00:00
ATT003518,STU000480,Laura Nguyen,SEC000235,ENG247,2024-02-09,Present,Sick,2024-10-11 00:00:00
ATT003519,STU000784,Betty Lopez,SEC000071,BIO111,2024-08-15,Present,,2024-02-05 00:00:00
ATT003520,STU000955,Patricia Davis,SEC000216,ECON289,2025-03-06,Late,,2025-05-31 00:00:00
ATT003521,STU000285,Susan Wilson,SEC000081,MUS142,2024-05-05,Present,Family emergency,2024-12-09 00:00:00
ATT003522,STU000296,Daniel Hernandez,SEC000092,NURS238,2024-04-07,Present,Family emergency,2025-05-17 00:00:00
ATT003523,STU000344,Sandra Gonzalez,SEC000297,PHYS438,2025-09-15,Present,Family emergency,2025-04-02 00:00:00
ATT003524,STU000959,Elizabeth Moore,SEC000225,ENG336,2024-12-20,Late,Sick,2024-01-20 00:00:00
ATT003525,STU000493,Richard Harris,SEC000205,PSYC266,2024-12-11,Present,Sick,2024-02-22 00:00:00
ATT003526,STU000203,David Sanchez,SEC000086,ECON289,2024-12-09,Present,,2025-07-14 00:00:00
ATT003527,STU000484,Barbara White,SEC000292,MUS142,2024-04-27,Excused,,2024-05-16 00:00:00
ATT003528,STU000314,Andrew Robinson,SEC000170,BUS307,2024-07-13,Present,,2024-04-08 00:00:00
ATT003529,STU000151,David Flores,SEC000185,CS384,2025-10-27,Absent,,2025-09-16 00:00:00
ATT003530,STU000446,Kenneth Jones,SEC000228,ART482,2025-08-16,Present,Sick,2024-05-09 00:00:00
ATT003531,STU000249,George Lewis,SEC000290,NURS409,2025-06-27,Excused,,2025-12-26 00:00:00
ATT003532,STU000360,Jennifer Smith,SEC000048,MATH455,2025-10-19,Present,,2024-01-15 00:00:00
ATT003533,STU000467,Anthony Perez,SEC000240,NURS238,2024-10-18,Excused,Sick,2024-12-10 00:00:00
ATT003534,STU000819,Lisa Brown,SEC000041,EDUC375,2025-02-27,Late,,2024-05-21 00:00:00
ATT003535,STU000586,George Perez,SEC000022,MUS295,2024-12-16,Present,,2025-09-28 00:00:00
ATT003536,STU000995,Helen Smith,SEC000277,HIST307,2024-12-22,Absent,,2024-01-08 00:00:00
ATT003537,STU000976,John Clark,SEC000353,HIST104,2025-02-07,Late,,2025-12-31 00:00:00
ATT003538,STU000779,Kimberly Nguyen,SEC000357,ENG148,2025-06-19,Present,Sick,2024-10-07 00:00:00
ATT003539,STU000316,Donna Brown,SEC000038,ENG430,2024-09-30,Present,Sick,2025-04-07 00:00:00
ATT003540,STU000613,Helen Taylor,SEC000152,PHYS484,2025-02-01,Late,,2024-02-18 00:00:00
ATT003541,STU000483,Edward Martinez,SEC000064,CS370,2025-02-09,Excused,,2024-03-16 00:00:00
ATT003542,STU000659,Barbara Moore,SEC000352,HIST249,2024-06-19,Excused,,2025-04-14 00:00:00
ATT003543,STU000280,John Torres,SEC000260,CHEM148,2025-03-01,Present,,2025-03-27 00:00:00
ATT003544,STU000627,Joseph Martin,SEC000166,ECON323,2025-01-06,Late,,2025-08-02 00:00:00
ATT003545,STU000325,Kenneth Martinez,SEC000070,ART132,2024-05-21,Absent,Sick,2024-02-07 00:00:00
ATT003546,STU000027,Sandra Rodriguez,SEC000371,ENG533,2024-07-15,Late,Sick,2025-10-03 00:00:00
ATT003547,STU000485,Kevin Flores,SEC000029,PHYS266,2024-05-12,Late,,2025-10-25 00:00:00
ATT003548,STU000575,Brian Wilson,SEC000224,ECON577,2025-03-24,Present,Family emergency,2025-10-25 00:00:00
ATT003549,STU000459,Jason Garcia,SEC000330,CS198,2025-11-12,Present,Family emergency,2025-08-11 00:00:00
ATT003550,STU000110,Michael Flores,SEC000320,PSYC215,2025-08-26,Absent,Sick,2025-10-07 00:00:00
ATT003551,STU000041,Kenneth Hill,SEC000165,ECON412,2024-06-04,Present,Sick,2024-06-23 00:00:00
ATT003552,STU000260,Michael Taylor,SEC000131,NURS141,2025-05-15,Absent,,2025-03-04 00:00:00
ATT003553,STU000928,Donna Flores,SEC000247,ECON545,2025-10-22,Present,,2025-11-25 00:00:00
ATT003554,STU000512,Nancy Wright,SEC000231,MUS256,2024-12-27,Excused,Family emergency,2025-04-14 00:00:00
ATT003555,STU000086,Joshua Thomas,SEC000079,PSYC342,2024-02-25,Present,,2024-11-04 00:00:00
ATT003556,STU000389,Karen Thomas,SEC000260,CHEM148,2024-12-20,Late,,2025-09-26 00:00:00
ATT003557,STU000106,David King,SEC000215,ENG533,2024-12-25,Present,,2025-07-05 00:00:00
ATT003558,STU000254,Thomas Thomas,SEC000378,EDUC111,2024-11-21,Late,Sick,2024-01-22 00:00:00
ATT003559,STU000912,Daniel Torres,SEC000234,PHYS347,2025-08-17,Present,Family emergency,2024-11-07 00:00:00
ATT003560,STU000719,Joseph Robinson,SEC000158,CS566,2024-11-24,Absent,Sick,2024-01-16 00:00:00
ATT003561,STU000645,Carol Davis,SEC000176,CS508,2024-08-14,Present,,2024-01-21 00:00:00
ATT003562,STU000488,Lisa Lewis,SEC000116,EDUC545,2024-11-29,Present,Sick,2025-10-02 00:00:00
ATT003563,STU000724,Karen Davis,SEC000271,ART367,2024-03-26,Present,,2025-02-22 00:00:00
ATT003564,STU000175,Daniel Harris,SEC000044,ECON255,2025-01-04,Present,Sick,2024-12-17 00:00:00
ATT003565,STU000996,Nancy Anderson,SEC000213,PSYC215,2025-06-14,Present,Family emergency,2025-09-13 00:00:00
ATT003566,STU000648,Kenneth Hernandez,SEC000219,ART182,2024-01-15,Present,,2025-05-31 00:00:00
ATT003567,STU000648,Kenneth Hernandez,SEC000064,CS370,2025-05-31,Excused,,2025-08-27 00:00:00
ATT003568,STU000944,Matthew Johnson,SEC000321,CHEM422,2024-03-18,Absent,Sick,2024-05-25 00:00:00
ATT003569,STU000707,Michael Johnson,SEC000170,BUS307,2024-06-19,Present,,2024-03-09 00:00:00
ATT003570,STU000316,Donna Brown,SEC000391,EDUC302,2025-10-23,Present,Sick,2025-05-07 00:00:00
ATT003571,STU000327,Jacob Wright,SEC000400,ART411,2025-12-08,Present,,2024-10-23 00:00:00
ATT003572,STU000881,Barbara Flores,SEC000220,ART504,2024-10-08,Absent,,2025-08-18 00:00:00
ATT003573,STU000079,Jacob Thompson,SEC000164,MUS358,2025-03-07,Absent,,2024-09-11 00:00:00
ATT003574,STU000983,Betty Smith,SEC000222,PSYC215,2025-10-29,Present,,2024-03-02 00:00:00
ATT003575,STU000352,Christopher Clark,SEC000016,ECON554,2024-06-26,Absent,Sick,2025-09-15 00:00:00
ATT003576,STU000786,Edward Garcia,SEC000253,EDUC545,2024-01-10,Present,Sick,2024-01-02 00:00:00
ATT003577,STU000226,John Garcia,SEC000164,MUS358,2025-09-26,Present,,2024-09-16 00:00:00
ATT003578,STU000212,Lisa Torres,SEC000180,MUS318,2025-12-19,Absent,Sick,2025-01-04 00:00:00
ATT003579,STU000279,Ryan Nguyen,SEC000005,CHEM248,2024-07-30,Late,Family emergency,2024-04-26 00:00:00
ATT003580,STU000947,Deborah Clark,SEC000038,ENG430,2024-12-16,Present,,2024-02-18 00:00:00
ATT003581,STU000349,Ryan Brown,SEC000161,PSYC215,2024-11-30,Present,,2025-07-31 00:00:00
ATT003582,STU000822,Jessica Martin,SEC000149,ENG148,2025-09-30,Present,Sick,2025-07-25 00:00:00
ATT003583,STU000542,Lisa White,SEC000226,BUS526,2024-07-01,Present,,2025-05-05 00:00:00
ATT003584,STU000176,Ronald Anderson,SEC000021,CHEM329,2025-07-11,Present,Sick,2024-12-21 00:00:00
ATT003585,STU000368,Jason Davis,SEC000351,ECON400,2025-05-21,Excused,Family emergency,2024-08-27 00:00:00
ATT003586,STU000851,Dorothy Williams,SEC000053,CHEM531,2025-10-29,Present,Sick,2025-10-24 00:00:00
ATT003587,STU000551,Patricia White,SEC000313,CHEM524,2025-02-27,Present,,2024-12-24 00:00:00
ATT003588,STU000786,Edward Garcia,SEC000253,EDUC545,2025-04-23,Present,Family emergency,2024-08-09 00:00:00
ATT003589,STU000489,Matthew Ramirez,SEC000281,ENG238,2025-03-03,Absent,Sick,2025-06-22 00:00:00
ATT003590,STU000774,John Thompson,SEC000352,HIST249,2024-11-28,Excused,Sick,2025-05-21 00:00:00
ATT003591,STU000935,Jennifer Lee,SEC000286,HIST251,2025-08-08,Present,Family emergency,2024-04-28 00:00:00
ATT003592,STU000148,Christopher Rodriguez,SEC000340,NURS505,2024-06-29,Excused,Family emergency,2024-11-23 00:00:00
ATT003593,STU000332,Mary Young,SEC000301,MUS106,2025-02-08,Excused,Family emergency,2024-07-04 00:00:00
ATT003594,STU000934,Edward Torres,SEC000260,CHEM148,2025-04-20,Present,,2025-12-08 00:00:00
ATT003595,STU000839,Carol Martinez,SEC000355,ART343,2025-04-10,Present,Family emergency,2024-07-25 00:00:00
ATT003596,STU000331,Michelle Sanchez,SEC000368,MATH533,2025-02-19,Absent,,2025-06-21 00:00:00
ATT003597,STU000843,Elizabeth Wright,SEC000283,ART182,2025-01-10,Present,,2024-10-04 00:00:00
ATT003598,STU000526,Helen Rodriguez,SEC000241,PSYC215,2024-05-31,Excused,,2024-12-11 00:00:00
ATT003599,STU000404,Deborah Martin,SEC000014,BUS287,2025-11-06,Absent,Sick,2024-02-08 00:00:00
ATT003600,STU000065,Kimberly Lee,SEC000024,ENG379,2025-07-02,Absent,,2025-03-22 00:00:00
ATT003601,STU000634,Brian Young,SEC000324,EDUC170,2025-06-11,Present,Family emergency,2025-06-11 00:00:00
ATT003602,STU000825,Mary Young,SEC000199,PHYS261,2025-10-04,Absent,Sick,2024-10-05 00:00:00
ATT003603,STU000985,Kenneth Wright,SEC000329,CHEM329,2024-10-28,Present,,2024-04-07 00:00:00
ATT003604,STU000761,Jennifer Johnson,SEC000229,BIO561,2025-02-28,Present,Family emergency,2025-02-06 00:00:00
ATT003605,STU000928,Donna Flores,SEC000062,EDUC170,2024-02-26,Late,,2025-10-12 00:00:00
ATT003606,STU000395,Timothy Gonzalez,SEC000016,ECON554,2024-07-28,Present,Sick,2025-10-03 00:00:00
ATT003607,STU000573,Thomas Williams,SEC000145,BUS362,2024-06-17,Present,,2025-04-08 00:00:00
ATT003608,STU000853,Robert Moore,SEC000253,EDUC545,2024-05-15,Late,,2025-11-24 00:00:00
ATT003609,STU000309,Kevin Wilson,SEC000271,ART367,2025-11-05,Absent,Sick,2024-07-11 00:00:00
ATT003610,STU000825,Mary Young,SEC000098,HIST546,2025-05-11,Present,,2025-01-16 00:00:00
ATT003611,STU000111,Mark Walker,SEC000066,ART482,2025-08-11,Present,,2024-03-21 00:00:00
ATT003612,STU000958,George White,SEC000234,PHYS347,2025-09-10,Present,,2025-05-16 00:00:00
ATT003613,STU000383,Lisa Flores,SEC000119,NURS505,2025-08-03,Present,,2025-08-24 00:00:00
ATT003614,STU000808,Robert Jones,SEC000151,ECON400,2025-09-25,Present,,2025-04-30 00:00:00
ATT003615,STU000682,Mark Gonzalez,SEC000135,PHYS473,2025-08-03,Excused,,2025-06-17 00:00:00
ATT003616,STU000257,Mary Clark,SEC000308,PHYS329,2025-05-02,Late,,2024-07-02 00:00:00
ATT003617,STU000452,Carol Flores,SEC000033,HIST485,2025-12-01,Present,,2025-07-24 00:00:00
ATT003618,STU000185,Jennifer Wright,SEC000126,MUS402,2024-11-06,Present,Sick,2024-06-19 00:00:00
ATT003619,STU000141,Andrew Williams,SEC000096,BIO481,2024-03-08,Late,,2024-01-13 00:00:00
ATT003620,STU000707,Michael Johnson,SEC000170,BUS307,2025-08-01,Late,,2025-10-11 00:00:00
ATT003621,STU000036,Nancy Johnson,SEC000049,NURS296,2024-12-27,Excused,,2025-01-07 00:00:00
ATT003622,STU000666,George Wilson,SEC000127,CHEM493,2025-04-12,Late,,2024-11-23 00:00:00
ATT003623,STU000127,Christopher Martinez,SEC000218,ENG238,2024-10-28,Present,Sick,2024-10-21 00:00:00
ATT003624,STU000123,Mark Martinez,SEC000208,CS149,2025-02-04,Absent,Family emergency,2025-03-09 00:00:00
ATT003625,STU000724,Karen Davis,SEC000389,NURS389,2024-04-13,Present,,2025-10-09 00:00:00
ATT003626,STU000921,Ryan Young,SEC000089,BIO480,2025-11-30,Present,Family emergency,2025-08-02 00:00:00
ATT003627,STU000088,George Walker,SEC000081,MUS142,2025-03-22,Late,Sick,2024-11-25 00:00:00
ATT003628,STU000686,Jeffrey Taylor,SEC000113,BIO111,2025-04-17,Present,,2025-09-17 00:00:00
ATT003629,STU000241,Edward Smith,SEC000329,CHEM329,2024-01-04,Present,Sick,2025-07-14 00:00:00
ATT003630,STU000187,Lisa Torres,SEC000341,ART238,2024-10-14,Present,,2025-03-06 00:00:00
ATT003631,STU000937,Kenneth Rodriguez,SEC000080,ECON323,2024-04-23,Present,,2025-03-05 00:00:00
ATT003632,STU000481,Jessica Walker,SEC000107,ENG247,2024-11-19,Present,,2024-03-30 00:00:00
ATT003633,STU000875,Michael Scott,SEC000002,MUS336,2025-09-19,Present,,2025-07-20 00:00:00
ATT003634,STU000211,James Hernandez,SEC000389,NURS389,2024-09-23,Late,Sick,2024-01-17 00:00:00
ATT003635,STU000316,Donna Brown,SEC000038,ENG430,2024-09-20,Absent,,2024-04-17 00:00:00
ATT003636,STU000238,William Torres,SEC000120,MATH373,2025-01-14,Present,,2025-12-25 00:00:00
ATT003637,STU000202,Karen Rodriguez,SEC000293,EDUC384,2025-11-19,Present,Family emergency,2024-10-02 00:00:00
ATT003638,STU000499,Sarah Lewis,SEC000369,MUS512,2025-05-23,Present,Family emergency,2024-08-12 00:00:00
ATT003639,STU000724,Karen Davis,SEC000113,BIO111,2024-01-30,Present,Sick,2024-09-09 00:00:00
ATT003640,STU000776,Donna Hill,SEC000379,CHEM148,2024-02-02,Present,Family emergency,2024-05-18 00:00:00
ATT003641,STU000028,Dorothy King,SEC000320,PSYC215,2025-05-20,Absent,Sick,2024-03-10 00:00:00
ATT003642,STU000376,Sandra Williams,SEC000014,BUS287,2024-02-28,Present,Sick,2024-01-29 00:00:00
ATT003643,STU000452,Carol Flores,SEC000236,NURS432,2024-10-06,Late,Sick,2025-01-26 00:00:00
ATT003644,STU000369,Michael Nguyen,SEC000227,NURS287,2024-09-24,Excused,,2025-01-23 00:00:00
ATT003645,STU000591,Jacob Scott,SEC000255,CHEM241,2025-01-25,Excused,,2024-09-08 00:00:00
ATT003646,STU000573,Thomas Williams,SEC000337,MATH329,2024-04-14,Present,Family emergency,2025-04-19 00:00:00
ATT003647,STU000686,Jeffrey Taylor,SEC000113,BIO111,2025-11-10,Excused,,2024-11-06 00:00:00
ATT003648,STU000881,Barbara Flores,SEC000126,MUS402,2024-09-01,Present,,2025-12-16 00:00:00
ATT003649,STU000603,William King,SEC000048,MATH455,2025-12-03,Present,Sick,2024-03-11 00:00:00
ATT003650,STU000454,Sandra Lopez,SEC000129,ECON545,2025-09-30,Present,,2024-05-27 00:00:00
ATT003651,STU000959,Elizabeth Moore,SEC000220,ART504,2025-05-31,Present,,2024-02-23 00:00:00
ATT003652,STU000851,Dorothy Williams,SEC000309,CS482,2024-12-01,Present,Family emergency,2024-09-10 00:00:00
ATT003653,STU000757,Mark Wright,SEC000041,EDUC375,2024-04-25,Excused,Sick,2025-01-28 00:00:00
ATT003654,STU000093,Donna King,SEC000045,PHYS484,2024-03-15,Present,,2024-01-31 00:00:00
ATT003655,STU000109,Anthony Sanchez,SEC000225,ENG336,2025-06-25,Present,,2025-01-10 00:00:00
ATT003656,STU000615,Jason Hill,SEC000138,ENG592,2025-05-27,Absent,,2024-02-06 00:00:00
ATT003657,STU000455,Helen Harris,SEC000145,BUS362,2025-06-09,Present,,2024-08-29 00:00:00
ATT003658,STU000892,Mary Thomas,SEC000314,PSYC352,2024-04-01,Present,,2024-03-05 00:00:00
ATT003659,STU000661,Susan Robinson,SEC000116,EDUC545,2024-02-24,Excused,,2025-04-04 00:00:00
ATT003660,STU000094,Lisa Lee,SEC000248,ECON412,2025-06-19,Present,Sick,2024-05-09 00:00:00
ATT003661,STU000359,Susan Lewis,SEC000361,PSYC215,2024-08-01,Late,Sick,2024-01-14 00:00:00
ATT003662,STU000686,Jeffrey Taylor,SEC000068,CHEM309,2024-09-23,Present,Family emergency,2025-04-02 00:00:00
ATT003663,STU000770,Richard Walker,SEC000286,HIST251,2025-07-08,Late,,2025-04-26 00:00:00
ATT003664,STU000309,Kevin Wilson,SEC000271,ART367,2025-10-07,Excused,Family emergency,2025-10-19 00:00:00
ATT003665,STU000047,Mark Brown,SEC000251,CS330,2025-03-27,Present,Family emergency,2024-12-11 00:00:00
ATT003666,STU000411,Christopher Torres,SEC000054,CHEM290,2024-11-11,Present,,2024-04-25 00:00:00
ATT003667,STU000338,Nancy Jones,SEC000078,EDUC397,2024-06-10,Absent,,2024-04-03 00:00:00
ATT003668,STU000359,Susan Lewis,SEC000361,PSYC215,2024-11-12,Late,,2024-04-02 00:00:00
ATT003669,STU000286,Patricia Robinson,SEC000169,BUS433,2024-03-28,Absent,Sick,2024-04-07 00:00:00
ATT003670,STU000919,Richard Wilson,SEC000208,CS149,2025-11-18,Excused,Sick,2024-07-13 00:00:00
ATT003671,STU000248,Matthew Moore,SEC000139,ART502,2025-01-02,Present,Family emergency,2024-06-29 00:00:00
ATT003672,STU000006,Betty Robinson,SEC000366,MATH329,2025-11-24,Present,,2025-02-21 00:00:00
ATT003673,STU000352,Christopher Clark,SEC000126,MUS402,2024-01-19,Late,Sick,2024-11-15 00:00:00
ATT003674,STU000113,David Robinson,SEC000379,CHEM148,2024-05-31,Late,,2025-08-30 00:00:00
ATT003675,STU000594,Elizabeth Hill,SEC000201,PHYS506,2024-08-20,Absent,,2024-11-29 00:00:00
ATT003676,STU000293,Betty Williams,SEC000204,MATH497,2025-01-27,Present,,2024-12-02 00:00:00
ATT003677,STU000237,Susan Martinez,SEC000131,NURS141,2025-07-07,Late,,2024-02-17 00:00:00
ATT003678,STU000058,Sandra Jones,SEC000174,BUS362,2025-03-20,Excused,Family emergency,2025-09-01 00:00:00
ATT003679,STU000765,David White,SEC000075,NURS389,2025-04-11,Excused,,2024-01-18 00:00:00
ATT003680,STU000413,David Jackson,SEC000187,NURS366,2024-06-15,Late,,2024-05-01 00:00:00
ATT003681,STU000132,Helen Jones,SEC000201,PHYS506,2025-09-20,Absent,Sick,2024-06-17 00:00:00
ATT003682,STU000990,Anthony Moore,SEC000018,PSYC569,2024-11-12,Excused,,2024-01-27 00:00:00
ATT003683,STU000192,Barbara Gonzalez,SEC000365,PHYS462,2025-11-30,Excused,Family emergency,2024-08-01 00:00:00
ATT003684,STU000413,David Jackson,SEC000303,PSYC215,2025-12-04,Late,Family emergency,2025-09-13 00:00:00
ATT003685,STU000156,Susan Walker,SEC000111,PSYC352,2025-07-16,Present,,2024-06-17 00:00:00
ATT003686,STU000653,Lisa Lopez,SEC000236,NURS432,2024-05-24,Absent,,2024-05-03 00:00:00
ATT003687,STU000929,Daniel King,SEC000001,MUS101,2024-08-12,Present,Family emergency,2025-07-06 00:00:00
ATT003688,STU000768,Lisa Rodriguez,SEC000362,MATH533,2025-08-06,Absent,,2024-11-15 00:00:00
ATT003689,STU000981,William Smith,SEC000186,PSYC463,2025-12-12,Excused,Family emergency,2024-12-23 00:00:00
ATT003690,STU000667,Robert Thompson,SEC000196,MUS402,2024-03-31,Present,,2025-08-26 00:00:00
ATT003691,STU000777,Donna Smith,SEC000384,ECON360,2024-10-06,Excused,Sick,2025-04-22 00:00:00
ATT003692,STU000744,Brian Lee,SEC000044,ECON255,2025-02-24,Present,Family emergency,2025-09-26 00:00:00
ATT003693,STU000321,Kimberly White,SEC000294,ENG314,2025-07-14,Present,,2024-08-09 00:00:00
ATT003694,STU000106,David King,SEC000207,MUS106,2025-05-31,Present,,2025-05-31 00:00:00
ATT003695,STU000823,Susan Young,SEC000381,PHYS456,2024-11-05,Present,,2024-09-17 00:00:00
ATT003696,STU000411,Christopher Torres,SEC000374,ART182,2025-07-04,Present,Sick,2025-10-17 00:00:00
