student_id,first_name,last_name,email,phone,date_of_birth,enrollment_date,major,year_level,gpa,status,address,city,state,zip_code,emergency_contact,emergency_phone
STU000426,Sandra,Walker,sandra.walker@university.edu,+12339643569,2005-08-02,2024-02-21,Psychology,Graduate,3.7,Active,2080 Pine Blvd,Springfield,IL,30093,Linda White,+15125835968
STU000427,Christopher,Young,christopher.young@university.edu,+12283463328,2003-10-16,2024-09-23,Business Administration,Junior,3.78,Active,3099 Elm St,Springfield,IL,55698,Robert Williams,+16276926074
STU000428,Joshua,Lewis,joshua.lewis@university.edu,+15455868786,2004-05-10,2021-06-27,Biology,Graduate,3.27,Active,7457 Oak Blvd,Springfield,OH,91889,Brian Flores,+16195964814
STU000429,Betty,Sanchez,betty.sanchez@university.edu,+15477531750,2005-09-29,2024-12-19,Chemistry,Freshman,3.73,Graduated,506 Maple Blvd,Bristol,PA,26224,Laura Scott,+12873979877
STU000430,Joshua,Brown,joshua.brown@university.edu,+17837344103,2003-06-02,2025-05-03,Nursing,Freshman,2.24,Inactive,3044 Main Blvd,Madison,NY,85963,Donald Garcia,+17468216249
STU000431,Betty,Nguyen,betty.nguyen@university.edu,+12467031381,1998-10-24,2024-11-25,Mathematics,Senior,2.05,Inactive,5299 Elm Blvd,Springfield,CA,23019,Andrew Hernandez,+14923473992
STU000432,Thomas,Garcia,thomas.garcia@university.edu,+13575147672,2002-08-11,2021-11-24,Business Administration,Graduate,3.92,Active,545 Main Blvd,Georgetown,CA,51948,Elizabeth Clark,+15314647152
STU000433,Edward,Davis,edward.davis@university.edu,+12534074925,2003-06-08,2022-08-26,Sociology,Graduate,3.5,Active,1985 Pine St,Franklin,FL,82498,Mark Jones,+16952297676
STU000434,Kevin,Anderson,kevin.anderson@university.edu,+12194752663,1997-10-05,2021-05-29,Physics,Graduate,2.81,Active,8299 Oak Ave,Franklin,IL,32044,Jason Thomas,+17506338401
STU000435,John,Smith,john.smith@university.edu,+16758355739,2002-04-28,2021-11-16,Computer Science,Freshman,3.87,Active,4577 Maple Blvd,Georgetown,TX,92864,Susan Nguyen,+17224881745
STU000436,David,Wright,david.wright@university.edu,+17762715925,1996-01-03,2024-06-07,Psychology,Sophomore,3.45,Active,7177 Oak Blvd,Franklin,PA,44257,Ronald Lewis,+14794516269
STU000437,Nancy,Wilson,nancy.wilson@university.edu,+16708136381,1995-03-07,2021-07-01,Computer Science,Graduate,2.95,Active,2943 Elm Dr,Georgetown,IL,20636,Jason Jones,+17512318293
STU000438,Sarah,Davis,sarah.davis@university.edu,+15615856864,1999-05-04,2021-12-26,Computer Science,Freshman,2.93,Active,7383 Main Ave,Springfield,OH,46848,Sarah Thompson,+13962925967
STU000439,Lisa,Anderson,lisa.anderson@university.edu,+14397056947,1995-05-31,2023-02-23,Sociology,Graduate,2.42,Active,6589 Main Blvd,Bristol,IL,74751,David Scott,+13988753875
STU000440,Robert,Nguyen,robert.nguyen@university.edu,+13319632065,1996-06-05,2022-11-29,Communications,Sophomore,3.76,Graduated,4594 Oak St,Bristol,IL,43150,Sarah Scott,+16642027997
STU000441,Laura,Brown,laura.brown@university.edu,+15306427666,1998-01-27,2021-05-13,Nursing,Senior,2.99,Inactive,812 Oak St,Franklin,FL,79784,Donald Lee,+12056014188
STU000442,Nancy,Garcia,nancy.garcia@university.edu,+17852254696,2005-12-20,2024-10-01,Engineering,Sophomore,2.39,Active,5192 Main St,Springfield,FL,66616,Lisa Johnson,+18068416477
STU000443,Nancy,Taylor,nancy.taylor@university.edu,+14533108759,1997-09-03,2023-10-27,Business Administration,Junior,3.04,Active,1294 Maple Dr,Springfield,PA,68517,Sharon Davis,+12872621546
STU000444,Anthony,Lee,anthony.lee@university.edu,+19102663089,1995-09-11,2024-12-15,Business Administration,Junior,3.22,Active,1177 Main St,Bristol,CA,48655,Jeffrey Harris,+16112987735
STU000445,Joseph,Hill,joseph.hill@university.edu,+18758381173,2000-02-01,2024-04-21,Philosophy,Senior,3.76,Inactive,1759 Pine St,Georgetown,IL,53017,Sharon Gonzalez,+13103051201
STU000446,Kenneth,Jones,kenneth.jones@university.edu,+18073983064,2002-02-23,2025-09-15,Chemistry,Junior,2.84,Graduated,7384 Oak Ave,Madison,OH,15776,Patricia Rodriguez,+15197988140
STU000447,Paul,Thompson,paul.thompson@university.edu,+15187979866,2003-09-12,2021-08-19,Biology,Senior,2.62,Active,4868 Pine St,Bristol,IL,96203,Sarah Martinez,+12584439308
STU000448,Edward,Scott,edward.scott@university.edu,+12556326633,1997-03-11,2022-03-31,English Literature,Freshman,2.68,Graduated,7894 Elm Blvd,Bristol,IL,53995,Michelle Martin,+16285363658
STU000449,Michael,Robinson,michael.robinson@university.edu,+12437074594,2005-04-26,2020-01-16,History,Sophomore,2.93,Active,4016 Elm Blvd,Georgetown,NY,62469,Barbara Smith,+15712102208
STU000450,Matthew,Johnson,matthew.johnson@university.edu,+17683173333,1998-04-05,2024-12-08,English Literature,Graduate,3.83,Active,819 Main Ave,Madison,TX,32825,Joseph Taylor,+19363786567
STU000451,Jeffrey,Scott,jeffrey.scott@university.edu,+14513824211,1995-03-30,2021-12-22,Chemistry,Freshman,2.04,Graduated,2348 Elm St,Franklin,NY,49986,Sandra Thomas,+15785813807
STU000452,Carol,Flores,carol.flores@university.edu,+16449282071,1996-04-30,2021-08-14,Biology,Sophomore,2.38,Active,6231 Pine Dr,Madison,CA,90744,Sharon Gonzalez,+17485013434
STU000453,Daniel,Thomas,daniel.thomas@university.edu,+12548445588,2004-10-15,2021-06-01,Nursing,Graduate,3.77,Active,1433 Elm St,Madison,IL,60871,Ronald Allen,+15837109501
STU000454,Sandra,Lopez,sandra.lopez@university.edu,+15299297125,2000-11-22,2025-06-02,Sociology,Senior,2.54,Active,9667 Main Ave,Madison,NY,69255,Karen Thomas,+16054236013
STU000455,Helen,Harris,helen.harris@university.edu,+17853607129,1997-11-08,2020-12-13,Biology,Freshman,2.59,Inactive,5860 Oak St,Georgetown,IL,91412,Nancy Ramirez,+16616788086
STU000456,Mark,White,mark.white@university.edu,+17095245473,1999-04-16,2020-04-11,Mathematics,Senior,2.47,Graduated,1343 Pine St,Franklin,OH,75767,Paul Wright,+18592805528
STU000457,Helen,Anderson,helen.anderson@university.edu,+13003212168,1999-01-15,2020-06-05,Education,Sophomore,2.67,Graduated,5494 Pine Blvd,Franklin,NY,89171,William Wright,+14672085906
STU000458,Christopher,Thompson,christopher.thompson@university.edu,+16136151194,2000-04-17,2025-09-30,Biology,Senior,2.46,Graduated,3538 Elm Ave,Bristol,IL,82432,Ronald Robinson,+19396726581
STU000459,Jason,Garcia,jason.garcia@university.edu,+15203928025,2003-08-21,2024-09-06,English Literature,Senior,2.9,Inactive,593 Pine Ave,Bristol,OH,26822,Karen Smith,+17118746810
STU000460,Nancy,Anderson,nancy.anderson@university.edu,+16296357608,2003-07-22,2023-05-12,Economics,Graduate,2.05,Active,2379 Oak Blvd,Bristol,PA,89036,Jacob Hill,+17876007247
STU000461,Susan,Sanchez,susan.sanchez@university.edu,+12657477331,1997-02-10,2025-04-28,Psychology,Junior,3.14,Active,5091 Main Ave,Springfield,PA,82470,Barbara Williams,+19058179005
STU000462,Mary,Lopez,mary.lopez@university.edu,+14032717322,1998-03-08,2022-04-23,History,Junior,3.32,Active,7549 Main Blvd,Bristol,CA,32521,Daniel Clark,+16003602814
STU000463,William,Wright,william.wright@university.edu,+16286892126,1999-05-13,2022-04-25,Biology,Sophomore,2.62,Graduated,7878 Oak Blvd,Bristol,NY,75860,Kimberly Robinson,+14824061121
STU000464,Elizabeth,Lewis,elizabeth.lewis@university.edu,+12656085044,2000-11-23,2023-09-09,Communications,Senior,2.92,Inactive,740 Main Blvd,Georgetown,TX,48987,Betty Flores,+13796255081
STU000465,Barbara,Flores,barbara.flores@university.edu,+19506428501,1999-04-25,2022-01-21,Communications,Freshman,2.79,Active,4027 Oak Blvd,Bristol,TX,97380,Jacob Jones,+19149434559
STU000466,Jacob,Young,jacob.young@university.edu,+16219802986,1999-02-19,2020-11-09,Psychology,Graduate,3.53,Active,6819 Elm Ave,Franklin,NY,76330,John Robinson,+12272748567
STU000467,Anthony,Perez,anthony.perez@university.edu,+19636084185,1999-06-13,2020-06-03,Computer Science,Junior,2.23,Active,5459 Elm Dr,Georgetown,CA,20819,Ruth Thomas,+19306483297
STU000468,Steven,Moore,steven.moore@university.edu,+13653741295,2001-10-22,2021-02-15,Mathematics,Junior,2.25,Graduated,6503 Oak St,Springfield,PA,45815,Elizabeth Lewis,+15663824549
STU000469,Kimberly,Williams,kimberly.williams@university.edu,+18917454541,1999-12-16,2020-07-14,Nursing,Freshman,2.78,Active,7374 Main St,Springfield,OH,59465,Dorothy Gonzalez,+14555834908
STU000470,Richard,Garcia,richard.garcia@university.edu,+12166311457,1995-03-01,2023-10-12,English Literature,Freshman,2.44,Active,2850 Oak St,Georgetown,IL,24114,Edward Lee,+15307754105
STU000471,Michelle,Wilson,michelle.wilson@university.edu,+17546048010,1996-05-09,2022-08-09,English Literature,Freshman,2.71,Active,345 Elm Blvd,Springfield,FL,37887,Sandra Anderson,+12678735562
STU000472,Laura,Flores,laura.flores@university.edu,+15772442103,2004-12-05,2022-06-14,Music,Junior,3.54,Active,1768 Maple Ave,Franklin,CA,88625,Daniel Harris,+18949893177
STU000473,Nancy,Lopez,nancy.lopez@university.edu,+18509796209,2005-12-19,2025-05-28,Engineering,Junior,2.04,Inactive,7454 Elm Ave,Bristol,IL,11742,Joseph Johnson,+18319773032
STU000474,Karen,Thomas,karen.thomas@university.edu,+19556384990,2001-12-13,2020-11-21,Business Administration,Sophomore,2.75,Active,3409 Oak Dr,Madison,PA,14968,Jessica Hill,+16549566385
STU000475,William,Moore,william.moore@university.edu,+15258591648,2000-11-03,2024-08-26,Physics,Freshman,2.46,Graduated,5527 Pine Ave,Madison,IL,17087,Jacob Thomas,+19039124644
STU000476,Kenneth,Harris,kenneth.harris@university.edu,+17335294007,1999-12-17,2020-01-25,Engineering,Senior,2.14,Active,953 Oak Ave,Madison,CA,32764,Sharon Scott,+14094419313
STU000477,Jennifer,Ramirez,jennifer.ramirez@university.edu,+19426786103,1996-11-03,2022-03-20,History,Senior,2.35,Active,5066 Pine Dr,Madison,TX,73068,Jennifer White,+16075863748
STU000478,Steven,Lewis,steven.lewis@university.edu,+16327178101,2003-07-12,2021-09-30,Sociology,Freshman,3.52,Active,1463 Pine Ave,Bristol,PA,33029,Thomas Harris,+16745138431
STU000479,Christopher,Harris,christopher.harris@university.edu,+17758208878,1995-10-22,2023-09-26,Biology,Senior,2.39,Active,168 Main Blvd,Georgetown,FL,64502,Betty White,+15937016043
STU000480,Laura,Nguyen,laura.nguyen@university.edu,+12726181636,2005-05-02,2021-05-24,Art,Graduate,2.32,Active,4282 Pine Dr,Franklin,PA,17563,Laura Harris,+16349535043
STU000481,Jessica,Walker,jessica.walker@university.edu,+12355701462,2002-10-27,2021-08-28,Chemistry,Graduate,2.91,Graduated,2514 Pine Ave,Bristol,IL,96848,Nancy Hernandez,+12123192512
STU000482,Laura,Harris,laura.harris@university.edu,+16079232316,2000-10-24,2022-02-12,Music,Sophomore,3.66,Active,5051 Maple Dr,Bristol,TX,63950,Ronald Garcia,+13118516642
STU000483,Edward,Martinez,edward.martinez@university.edu,+14759664432,2005-06-06,2024-06-18,Physics,Freshman,3.97,Active,125 Main St,Georgetown,IL,64636,Laura Jackson,+19506413795
STU000484,Barbara,White,barbara.white@university.edu,+13909203200,1997-03-22,2025-06-15,Mathematics,Graduate,3.9,Active,9391 Oak Ave,Madison,CA,33950,Lisa Gonzalez,+14656188220
STU000485,Kevin,Flores,kevin.flores@university.edu,+13118513721,1995-11-23,2023-04-15,Engineering,Senior,2.25,Active,5705 Main Ave,Georgetown,FL,98185,Ronald Miller,+12092625359
STU000486,Ronald,Smith,ronald.smith@university.edu,+18817961685,1996-02-01,2022-05-14,Nursing,Freshman,2.75,Inactive,4455 Elm Dr,Franklin,IL,66289,Nancy White,+18985516164
STU000487,Edward,Thomas,edward.thomas@university.edu,+15698817528,1999-03-31,2020-08-22,Political Science,Junior,3.61,Active,7586 Elm Ave,Springfield,IL,26108,Karen King,+14869165072
STU000488,Lisa,Lewis,lisa.lewis@university.edu,+18339028785,2000-10-10,2024-08-19,English Literature,Freshman,3.97,Active,372 Pine St,Franklin,PA,68236,Joseph Hill,+16966092333
STU000489,Matthew,Ramirez,matthew.ramirez@university.edu,+16878742645,2003-03-27,2024-04-25,Physics,Graduate,2.39,Active,8620 Maple St,Madison,FL,21415,Karen Scott,+16783728311
STU000490,Linda,Walker,linda.walker@university.edu,+18787534946,1997-09-23,2022-05-16,Mathematics,Freshman,2.21,Graduated,578 Oak Blvd,Georgetown,OH,46747,Joseph Taylor,+18816873016
STU000491,Brian,Rodriguez,brian.rodriguez@university.edu,+17478489060,1996-01-06,2023-09-25,History,Graduate,3.53,Inactive,1159 Pine Dr,Georgetown,PA,94161,Jason Scott,+16474384662
STU000492,Thomas,Davis,thomas.davis@university.edu,+14972892824,1996-01-01,2023-10-25,Communications,Sophomore,3.49,Active,9485 Pine Ave,Franklin,FL,85617,Deborah Smith,+15182639775
STU000493,Richard,Harris,richard.harris@university.edu,+16335276980,2003-12-11,2021-06-01,Nursing,Graduate,3.18,Active,6576 Main Dr,Franklin,NY,48905,Nancy Anderson,+17118968467
STU000494,Elizabeth,Hill,elizabeth.hill@university.edu,+14903491562,2001-09-19,2023-08-04,Physics,Graduate,3.98,Active,4580 Maple Dr,Madison,FL,48206,Kimberly Harris,+12605413501
STU000495,Edward,Wilson,edward.wilson@university.edu,+19504301861,2005-05-09,2022-01-03,Sociology,Senior,2.6,Graduated,2708 Main Dr,Franklin,FL,98853,Steven Thompson,+19756007407
STU000496,Robert,King,robert.king@university.edu,+19444895626,2002-10-23,2022-03-10,Education,Senior,2.19,Active,9609 Main Blvd,Georgetown,PA,31455,Joshua Rodriguez,+16529128904
STU000497,Christopher,Martinez,christopher.martinez@university.edu,+14144234205,2003-03-31,2020-02-07,Political Science,Graduate,2.2,Active,6269 Elm Ave,Springfield,CA,56607,Steven Lopez,+12533209444
STU000498,Laura,Perez,laura.perez@university.edu,+18076443434,2002-01-12,2024-07-12,History,Freshman,2.24,Active,8105 Pine Ave,Georgetown,OH,97914,Brian Garcia,+19966747260
STU000499,Sarah,Lewis,sarah.lewis@university.edu,+15762112966,1996-04-22,2020-12-04,Psychology,Senior,3.28,Inactive,3785 Main Dr,Franklin,PA,22393,Jason Nguyen,+13855938932
STU000500,Laura,Ramirez,laura.ramirez@university.edu,+15057853051,1996-02-12,2023-08-25,Engineering,Graduate,2.37,Graduated,423 Elm Dr,Springfield,IL,86640,Andrew Davis,+19719714399
STU000501,Brian,Davis,brian.davis@university.edu,+13858133948,1995-01-22,2025-01-05,Economics,Freshman,2.08,Inactive,3478 Oak St,Bristol,TX,14588,Jennifer Davis,+17185056956
STU000502,Andrew,Hernandez,andrew.hernandez@university.edu,+16338731001,1997-10-14,2023-05-16,Business Administration,Graduate,3.81,Active,8850 Elm Ave,Bristol,FL,51017,Carol Thompson,+18207519365
STU000503,Susan,Miller,susan.miller@university.edu,+18782454884,1995-05-31,2022-02-09,Biology,Junior,3.71,Active,2298 Maple Ave,Bristol,TX,46358,William Flores,+16322765177
STU000504,Thomas,Harris,thomas.harris@university.edu,+18653677554,2000-02-12,2020-12-07,Chemistry,Senior,3.88,Active,8880 Oak St,Franklin,PA,94616,Richard White,+17778739379
STU000505,Kenneth,Hernandez,kenneth.hernandez@university.edu,+16293576183,2003-11-01,2024-11-11,Art,Freshman,3.93,Active,1370 Pine St,Bristol,CA,99650,Ruth Clark,+12675372457
STU000506,Lisa,Perez,lisa.perez@university.edu,+19964793397,2004-09-28,2022-07-13,Chemistry,Freshman,2.2,Active,6303 Main St,Madison,IL,50180,Sharon Young,+12977416716
STU000507,George,Torres,george.torres@university.edu,+14887645440,2001-10-24,2021-02-09,Business Administration,Sophomore,2.64,Active,3060 Pine Dr,Georgetown,IL,26721,Thomas Smith,+19037253547
STU000508,Brian,Rodriguez,brian.rodriguez@university.edu,+13465875380,1995-08-05,2024-02-25,History,Graduate,2.84,Active,3099 Elm Blvd,Georgetown,IL,47594,Sarah Ramirez,+17339354748
STU000509,Karen,Garcia,karen.garcia@university.edu,+15126166123,2004-06-24,2021-01-04,Engineering,Freshman,3.46,Active,2805 Maple St,Springfield,PA,47467,Ruth Young,+12106349334
STU000510,Helen,Rodriguez,helen.rodriguez@university.edu,+16917099437,2002-09-07,2025-12-20,Psychology,Senior,2.03,Active,219 Elm Blvd,Madison,PA,96661,Jacob King,+19008231693
STU000511,Kenneth,Lewis,kenneth.lewis@university.edu,+13728909577,2005-02-18,2022-07-10,Mathematics,Freshman,2.73,Active,8516 Pine St,Georgetown,FL,59688,David White,+13155465092
STU000512,Nancy,Wright,nancy.wright@university.edu,+19843205752,1998-05-10,2025-06-01,Physics,Junior,2.43,Graduated,9419 Elm Ave,Franklin,PA,77571,Edward Williams,+16748328999
STU000513,Patricia,Thompson,patricia.thompson@university.edu,+12068308542,1998-09-07,2023-05-07,Political Science,Freshman,2.01,Graduated,3150 Elm Blvd,Springfield,CA,66466,Donna Gonzalez,+12867419426
STU000514,Betty,Martinez,betty.martinez@university.edu,+16203268985,1995-01-29,2021-09-29,Chemistry,Sophomore,2.94,Active,5003 Pine Dr,Madison,IL,45321,Michael Lewis,+18726493651
STU000515,William,Thompson,william.thompson@university.edu,+19656441095,1999-01-11,2022-03-23,Psychology,Sophomore,2.57,Active,6564 Elm Blvd,Springfield,NY,97320,Richard Walker,+18814722946
STU000516,Mark,Young,mark.young@university.edu,+17637073087,1998-08-23,2024-06-25,Nursing,Senior,2.26,Active,446 Oak Ave,Franklin,IL,11788,Dorothy Thomas,+12538946605
STU000517,Helen,Hill,helen.hill@university.edu,+19552088116,2000-05-20,2023-03-31,Physics,Senior,2.17,Active,4159 Maple Ave,Bristol,NY,42698,Sarah Davis,+14699175052
STU000518,Brian,Ramirez,brian.ramirez@university.edu,+14036852688,2002-11-11,2025-08-19,Marketing,Sophomore,2.38,Inactive,2536 Oak St,Madison,FL,15028,Sarah Gonzalez,+13496361289
STU000519,Michelle,Gonzalez,michelle.gonzalez@university.edu,+12932527231,1999-07-27,2025-11-20,Physics,Sophomore,2.44,Active,7951 Main Dr,Springfield,TX,24425,Sarah White,+14875597849
STU000520,Jessica,Lee,jessica.lee@university.edu,+12483861669,1995-01-03,2020-08-01,Economics,Sophomore,2.57,Active,1750 Elm Ave,Franklin,FL,57655,Nancy Martin,+13142991223
STU000521,Sarah,Scott,sarah.scott@university.edu,+19883336426,1999-01-16,2024-01-20,Communications,Graduate,3.21,Active,4621 Oak Dr,Springfield,CA,27102,Kevin Hill,+13232424120
STU000522,Richard,Lewis,richard.lewis@university.edu,+13012769955,2001-12-10,2023-11-05,Physics,Senior,3.98,Active,8841 Oak St,Madison,NY,64815,Ruth Taylor,+19777736690
STU000523,Betty,White,betty.white@university.edu,+16598442923,2005-03-19,2024-11-21,Engineering,Senior,2.84,Inactive,458 Oak Blvd,Madison,TX,15956,Joshua Brown,+19103947512
STU000524,Donna,Wright,donna.wright@university.edu,+17252763711,1999-11-29,2025-09-17,Art,Graduate,3.56,Active,4548 Oak Ave,Springfield,NY,84959,Susan Nguyen,+19132099401
STU000525,Sandra,Allen,sandra.allen@university.edu,+19249379602,1997-11-26,2023-05-27,History,Junior,3.42,Inactive,2051 Oak Ave,Springfield,IL,41223,Christopher Williams,+18543515550
STU000526,Helen,Rodriguez,helen.rodriguez@university.edu,+14762525079,2004-03-26,2022-05-10,Education,Freshman,2.0,Active,6147 Pine St,Bristol,TX,27512,Mark Flores,+15015321938
STU000527,Kevin,Smith,kevin.smith@university.edu,+15644245582,1996-12-24,2022-11-14,Computer Science,Graduate,3.31,Inactive,1843 Elm Blvd,Bristol,IL,37021,Edward Lewis,+14255325403
STU000528,Susan,Nguyen,susan.nguyen@university.edu,+18449707479,1996-09-29,2025-01-01,History,Senior,2.74,Active,1635 Elm Ave,Georgetown,NY,33083,Richard Torres,+17029463955
STU000529,Laura,Jackson,laura.jackson@university.edu,+12215173669,2004-12-04,2021-12-28,Art,Graduate,2.38,Active,1280 Elm Ave,Georgetown,PA,62757,Michael King,+13409441193
STU000530,Kenneth,Miller,kenneth.miller@university.edu,+15865931339,1996-03-26,2020-02-25,Business Administration,Sophomore,2.5,Active,4485 Oak St,Springfield,OH,23938,Andrew Perez,+19242874314
STU000531,William,Walker,william.walker@university.edu,+19777768279,2004-02-23,2021-10-30,Physics,Junior,2.96,Active,1015 Maple Blvd,Bristol,CA,12779,Edward Williams,+13057575861
STU000532,Michael,Allen,michael.allen@university.edu,+16253451019,2005-03-25,2022-07-07,Computer Science,Sophomore,2.85,Active,5888 Pine Ave,Georgetown,PA,24733,Donna Hernandez,+13124292666
STU000533,Christopher,Thompson,christopher.thompson@university.edu,+12788306467,1996-04-29,2024-01-16,Engineering,Freshman,3.21,Active,7122 Maple Blvd,Bristol,NY,99054,Helen Martinez,+18839035940
STU000534,Michelle,Jackson,michelle.jackson@university.edu,+15563065441,2005-04-10,2025-08-06,Political Science,Junior,3.62,Graduated,1351 Main Ave,Madison,TX,29369,Anthony Lewis,+19386892102
STU000535,Linda,Torres,linda.torres@university.edu,+16379445562,1996-08-15,2021-01-05,Economics,Sophomore,2.36,Active,5877 Pine Dr,Georgetown,FL,64256,Kenneth Perez,+13418695028
STU000536,Anthony,Clark,anthony.clark@university.edu,+17627099826,2000-12-26,2025-07-10,Education,Graduate,3.64,Active,1469 Maple Dr,Bristol,IL,38748,George Garcia,+14405701046
STU000537,Susan,Johnson,susan.johnson@university.edu,+15717718764,2005-09-27,2021-07-01,Psychology,Freshman,3.82,Active,2383 Pine Dr,Madison,OH,82286,Helen Clark,+14484154679
STU000538,Patricia,Rodriguez,patricia.rodriguez@university.edu,+13209123344,1999-03-27,2020-04-17,Music,Junior,2.11,Active,9629 Main Dr,Bristol,OH,30732,Mary Martinez,+15743442294
STU000539,Jessica,Jones,jessica.jones@university.edu,+12127827823,1996-09-05,2022-01-17,Sociology,Sophomore,3.5,Graduated,5007 Elm Dr,Franklin,FL,94521,George Smith,+14933133554
STU000540,Patricia,Williams,patricia.williams@university.edu,+18189693843,2000-08-23,2021-10-18,Computer Science,Senior,3.67,Graduated,7543 Maple Blvd,Bristol,IL,50112,Kimberly Anderson,+16333605453
STU000541,Jennifer,King,jennifer.king@university.edu,+15863284471,1999-06-29,2020-08-17,History,Senior,2.37,Graduated,9263 Maple St,Georgetown,FL,51050,Laura Sanchez,+15893681895
STU000542,Lisa,White,lisa.white@university.edu,+18626344190,1998-01-10,2021-03-20,Psychology,Freshman,2.73,Active,559 Oak Blvd,Madison,IL,23954,Robert Wilson,+18112116064
STU000543,Richard,Scott,richard.scott@university.edu,+14068531530,1997-09-11,2023-01-07,Engineering,Graduate,3.13,Inactive,8026 Main St,Franklin,CA,50449,James Thompson,+19694897523
STU000544,Paul,Gonzalez,paul.gonzalez@university.edu,+15229697400,2003-02-20,2023-12-28,Biology,Freshman,2.66,Graduated,8350 Main Ave,Springfield,IL,60084,Steven Nguyen,+12384973641
STU000545,Elizabeth,Robinson,elizabeth.robinson@university.edu,+12808402528,2005-09-07,2022-08-06,English Literature,Sophomore,3.54,Active,8318 Maple Blvd,Georgetown,OH,27196,Nancy Jackson,+15688388059
STU000546,John,Harris,john.harris@university.edu,+14444132228,2005-09-29,2021-09-16,Communications,Senior,2.19,Active,2436 Pine St,Georgetown,CA,69612,Daniel Hernandez,+15023652116
STU000547,Sarah,Torres,sarah.torres@university.edu,+15725612461,1995-10-19,2022-01-03,Philosophy,Junior,3.97,Active,7342 Oak St,Bristol,FL,15189,Lisa Jackson,+16106183113
STU000548,Donald,White,donald.white@university.edu,+17248396138,1999-03-11,2020-12-07,Music,Graduate,2.9,Graduated,799 Maple St,Madison,PA,83505,James Martinez,+13074977157
STU000549,David,Torres,david.torres@university.edu,+16082744654,1999-05-10,2025-03-08,Engineering,Junior,2.93,Graduated,8867 Elm St,Springfield,NY,24201,Jacob Sanchez,+19866434268
STU000550,Betty,Perez,betty.perez@university.edu,+12665246610,2001-10-11,2025-06-14,English Literature,Senior,2.23,Active,727 Maple Ave,Georgetown,NY,93914,Susan Lee,+17812327230
STU000551,Patricia,White,patricia.white@university.edu,+16406844496,1995-08-10,2022-05-16,Computer Science,Senior,2.54,Graduated,2985 Main Ave,Springfield,TX,63093,Jennifer Martin,+19296627876
STU000552,Carol,Wilson,carol.wilson@university.edu,+18854654015,2004-04-24,2020-08-08,Engineering,Senior,2.68,Active,2795 Oak Blvd,Georgetown,FL,72324,Andrew Hernandez,+19136476811
STU000553,Jacob,Torres,jacob.torres@university.edu,+15982104253,1995-11-15,2021-08-15,Economics,Junior,2.03,Active,2516 Elm Blvd,Springfield,OH,98335,Mark Taylor,+17339391060
STU000554,Donald,Rodriguez,donald.rodriguez@university.edu,+18496602596,1995-05-30,2022-06-14,English Literature,Senior,3.39,Active,9945 Elm Ave,Franklin,NY,35055,Sarah Torres,+12145796960
STU000555,Mary,Martin,mary.martin@university.edu,+15147143043,2002-11-04,2025-08-06,Philosophy,Senior,2.82,Active,8987 Elm Blvd,Springfield,NY,70138,Helen White,+13817663664
STU000556,Andrew,Ramirez,andrew.ramirez@university.edu,+15904918167,2002-02-10,2023-03-06,Marketing,Freshman,3.99,Active,1568 Main Dr,Springfield,FL,91766,Helen Wright,+13028488276
STU000557,Paul,Nguyen,paul.nguyen@university.edu,+12338835749,2004-07-20,2024-09-18,English Literature,Sophomore,3.55,Inactive,6343 Main Ave,Georgetown,CA,55955,Jason Robinson,+16228607484
STU000558,James,White,james.white@university.edu,+14297195646,1998-01-01,2022-12-19,Physics,Senior,3.35,Active,6892 Main St,Springfield,NY,59074,Nancy King,+19598146201
STU000559,Nancy,Hernandez,nancy.hernandez@university.edu,+17856404962,2001-03-26,2024-05-22,English Literature,Graduate,3.29,Active,9567 Elm Ave,Georgetown,PA,32769,Betty Lee,+17293628166
STU000560,Joseph,Miller,joseph.miller@university.edu,+19273299261,1996-04-29,2024-05-24,Chemistry,Graduate,2.32,Active,3438 Main St,Springfield,FL,11512,Kevin Nguyen,+13562289907
STU000561,Jacob,Garcia,jacob.garcia@university.edu,+17855911414,2003-04-29,2021-06-18,Philosophy,Junior,2.37,Graduated,3733 Pine Ave,Bristol,OH,42145,Timothy Harris,+19884661847
STU000562,Sarah,Garcia,sarah.garcia@university.edu,+13478421379,2002-02-27,2021-02-27,Psychology,Senior,3.85,Active,1854 Oak Blvd,Franklin,NY,22160,Robert Young,+15704127402
STU000563,Michael,Young,michael.young@university.edu,+12226232205,2000-06-15,2020-11-08,English Literature,Senior,2.75,Active,7487 Oak Ave,Franklin,CA,33419,Brian Torres,+18468211515
STU000564,Linda,Perez,linda.perez@university.edu,+15556959953,1995-01-21,2021-10-10,Nursing,Junior,3.85,Active,584 Maple St,Bristol,IL,29968,Susan White,+13174221483
STU000565,Daniel,Rodriguez,daniel.rodriguez@university.edu,+14252853073,1998-01-01,2023-01-25,Sociology,Sophomore,3.91,Active,9135 Pine Dr,Georgetown,FL,77194,Betty Gonzalez,+14563774242
STU000566,Sarah,Moore,sarah.moore@university.edu,+16023056105,1996-11-09,2022-04-23,Sociology,Senior,3.77,Active,9870 Pine Blvd,Bristol,CA,89599,Anthony Ramirez,+14047806782
STU000567,Lisa,Jones,lisa.jones@university.edu,+16603711553,2005-09-29,2025-09-25,Chemistry,Graduate,2.82,Inactive,8791 Pine Dr,Springfield,CA,33580,Lisa Lee,+16393906861
